fipstate,fipscty,county,state,area_office,rid,region
47,41,DeKalb County, TN,Nashville Area Office,420100,4
47,43,Dickson County, TN,Nashville Area Office,420100,4
47,45,Dyer County, TN,Nashville Area Office,420100,4
47,47,Fayette County, TN,Nashville Area Office,420100,4
47,49,Fentress County, TN,Nashville Area Office,420100,4
47,51,Franklin County, TN,Nashville Area Office,420100,4
47,53,Gibson County, TN,Nashville Area Office,420100,4
47,55,Giles County, TN,Nashville Area Office,420100,4
47,57,Grainger County, TN,Nashville Area Office,420100,4
47,59,Greene County, TN,Nashville Area Office,420100,4
47,61,Grundy County, TN,Nashville Area Office,420100,4
47,63,Hamblen County, TN,Nashville Area Office,420100,4
47,65,Hamilton County, TN,Nashville Area Office,420100,4
47,67,Hancock County, TN,Nashville Area Office,420100,4
47,69,Hardeman County, TN,Nashville Area Office,420100,4
47,71,Hardin County, TN,Nashville Area Office,420100,4
47,73,Hawkins County, TN,Nashville Area Office,420100,4
47,75,Haywood County, TN,Nashville Area Office,420100,4
47,77,Henderson County, TN,Nashville Area Office,420100,4
47,79,Henry County, TN,Nashville Area Office,420100,4
47,81,Hickman County, TN,Nashville Area Office,420100,4
47,83,Houston County, TN,Nashville Area Office,420100,4
47,85,Humphreys County, TN,Nashville Area Office,420100,4
47,87,Jackson County, TN,Nashville Area Office,420100,4
47,89,Jefferson County, TN,Nashville Area Office,420100,4
47,91,Johnson County, TN,Nashville Area Office,420100,4
47,93,Knox County, TN,Nashville Area Office,420100,4
47,95,Lake County, TN,Nashville Area Office,420100,4
47,97,Lauderdale County, TN,Nashville Area Office,420100,4
47,99,Lawrence County, TN,Nashville Area Office,420100,4
47,101,Lewis County, TN,Nashville Area Office,420100,4
47,103,Lincoln County, TN,Nashville Area Office,420100,4
47,105,Loudon County, TN,Nashville Area Office,420100,4
47,107,McMinn County, TN,Nashville Area Office,420100,4
47,109,McNairy County, TN,Nashville Area Office,420100,4
47,111,Macon County, TN,Nashville Area Office,420100,4
47,113,Madison County, TN,Nashville Area Office,420100,4
47,115,Marion County, TN,Nashville Area Office,420100,4
47,117,Marshall County, TN,Nashville Area Office,420100,4
47,119,Maury County, TN,Nashville Area Office,420100,4
47,121,Meigs County, TN,Nashville Area Office,420100,4
47,123,Monroe County, TN,Nashville Area Office,420100,4
47,125,Montgomery County, TN,Nashville Area Office,420100,4
47,127,Moore County, TN,Nashville Area Office,420100,4
47,129,Morgan County, TN,Nashville Area Office,420100,4
47,131,Obion County, TN,Nashville Area Office,420100,4
47,133,Overton County, TN,Nashville Area Office,420100,4
47,135,Perry County, TN,Nashville Area Office,420100,4
47,137,Pickett County, TN,Nashville Area Office,420100,4
47,139,Polk County, TN,Nashville Area Office,420100,4
47,141,Putnam County, TN,Nashville Area Office,420100,4
47,143,Rhea County, TN,Nashville Area Office,420100,4
47,145,Roane County, TN,Nashville Area Office,420100,4
47,147,Robertson County, TN,Nashville Area Office,420100,4
47,149,Rutherford County, TN,Nashville Area Office,420100,4
47,151,Scott County, TN,Nashville Area Office,420100,4
47,153,Sequatchie County, TN,Nashville Area Office,420100,4
47,155,Sevier County, TN,Nashville Area Office,420100,4
47,157,Shelby County, TN,Nashville Area Office,420100,4
47,159,Smith County, TN,Nashville Area Office,420100,4
47,161,Stewart County, TN,Nashville Area Office,420100,4
47,163,Sullivan County, TN,Nashville Area Office,420100,4
47,165,Sumner County, TN,Nashville Area Office,420100,4
47,167,Tipton County, TN,Nashville Area Office,420100,4
47,169,Trousdale County, TN,Nashville Area Office,420100,4
47,171,Unicoi County, TN,Nashville Area Office,420100,4
47,173,Union County, TN,Nashville Area Office,420100,4
47,175,Van Buren County, TN,Nashville Area Office,420100,4
47,177,Warren County, TN,Nashville Area Office,420100,4
47,179,Washington County, TN,Nashville Area Office,420100,4
47,181,Wayne County, TN,Nashville Area Office,420100,4
47,183,Weakley County, TN,Nashville Area Office,420100,4
47,185,White County, TN,Nashville Area Office,420100,4
47,187,Williamson County, TN,Nashville Area Office,420100,4
47,189,Wilson County, TN,Nashville Area Office,420100,4
48,1,Anderson County, TX,Dallas Area Office,626300,6
48,3,Andrews County, TX,Lubbock Area Office,627510,6
48,5,Angelina County, TX,Houston North Area Office,626600,6
48,7,Aransas County, TX,Corpus Christi Area Office,626000,6
48,9,Archer County, TX,Fort Worth Area Office,636900,6
48,11,Armstrong County, TX,Lubbock Area Office,627510,6
48,13,Atascosa County, TX,San Antonio Area Office,625500,6
48,15,Austin County, TX,Austin Area Office,625400,6
48,17,Bailey County, TX,Lubbock Area Office,627510,6
48,19,Bandera County, TX,San Antonio Area Office,625500,6
48,21,Bastrop County, TX,Austin Area Office,625400,6
48,23,Baylor County, TX,Fort Worth Area Office,636900,6
48,25,Bee County, TX,Corpus Christi Area Office,626000,6
48,27,Bell County, TX,Austin Area Office,625400,6
48,29,Bexar County, TX,San Antonio Area Office,625500,6
48,31,Blanco County, TX,Austin Area Office,625400,6
48,33,Borden County, TX,Lubbock Area Office,627510,6
48,35,Bosque County, TX,Fort Worth Area Office,636900,6
48,37,Bowie County, TX,Dallas Area Office,626300,6
48,39,Brazoria County, TX,Houston South Area Office,626700,6
48,41,Brazos County, TX,Austin Area Office,625400,6
48,43,Brewster County, TX,El Paso Area Office,627500,6
48,45,Briscoe County, TX,Lubbock Area Office,627510,6
48,47,Brooks County, TX,Corpus Christi Area Office,626000,6
48,49,Brown County, TX,Fort Worth Area Office,636900,6
48,51,Burleson County, TX,Austin Area Office,625400,6
48,53,Burnet County, TX,Austin Area Office,625400,6
48,55,Caldwell County, TX,Austin Area Office,625400,6
48,57,Calhoun County, TX,Corpus Christi Area Office,626000,6
48,59,Callahan County, TX,Fort Worth Area Office,636900,6
48,61,Cameron County, TX,Corpus Christi Area Office,626000,6
48,63,Camp County, TX,Dallas Area Office,626300,6
48,65,Carson County, TX,Lubbock Area Office,627510,6
48,67,Cass County, TX,Dallas Area Office,626300,6
48,69,Castro County, TX,Lubbock Area Office,627510,6
48,71,Chambers County, TX,Houston South Area Office,626700,6
48,73,Cherokee County, TX,Dallas Area Office,626300,6
48,75,Childress County, TX,Lubbock Area Office,627510,6
48,77,Clay County, TX,Fort Worth Area Office,636900,6
48,79,Cochran County, TX,Lubbock Area Office,627510,6
48,81,Coke County, TX,Fort Worth Area Office,636900,6
48,83,Coleman County, TX,Fort Worth Area Office,636900,6
48,85,Collin County, TX,Dallas Area Office,626300,6
48,87,Collingsworth County, TX,Lubbock Area Office,627510,6
48,89,Colorado County, TX,Austin Area Office,625400,6
48,91,Comal County, TX,Austin Area Office,625400,6
48,93,Comanche County, TX,Fort Worth Area Office,636900,6
48,95,Concho County, TX,Austin Area Office,625400,6
48,97,Cooke County, TX,Fort Worth Area Office,636900,6
48,99,Coryell County, TX,Fort Worth Area Office,636900,6
48,101,Cottle County, TX,Lubbock Area Office,627510,6
48,103,Crane County, TX,Lubbock Area Office,627510,6
48,105,Crockett County, TX,San Antonio Area Office,625500,6
48,107,Crosby County, TX,Lubbock Area Office,627510,6
48,109,Culberson County, TX,El Paso Area Office,627500,6
48,111,Dallam County, TX,Lubbock Area Office,627510,6
48,113,Dallas County, TX,Dallas Area Office,626300,6
48,115,Dawson County, TX,Lubbock Area Office,627510,6
48,117,Deaf Smith County, TX,Lubbock Area Office,627510,6
48,119,Delta County, TX,Dallas Area Office,626300,6
48,121,Denton County, TX,Fort Worth Area Office,636900,6
48,123,DeWitt County, TX,Corpus Christi Area Office,626000,6
48,125,Dickens County, TX,Lubbock Area Office,627510,6
48,127,Dimmit County, TX,Corpus Christi Area Office,626000,6
48,129,Donley County, TX,Lubbock Area Office,627510,6
48,131,Duval County, TX,Corpus Christi Area Office,626000,6
48,133,Eastland County, TX,Fort Worth Area Office,636900,6
48,135,Ector County, TX,Lubbock Area Office,627510,6
48,137,Edwards County, TX,San Antonio Area Office,625500,6
48,139,Ellis County, TX,Fort Worth Area Office,636900,6
48,141,El Paso County, TX,El Paso Area Office,627500,6
48,143,Erath County, TX,Fort Worth Area Office,636900,6
48,145,Falls County, TX,Austin Area Office,625400,6
48,147,Fannin County, TX,Dallas Area Office,626300,6
48,149,Fayette County, TX,Austin Area Office,625400,6
48,151,Fisher County, TX,Lubbock Area Office,627510,6
48,153,Floyd County, TX,Lubbock Area Office,627510,6
48,155,Foard County, TX,Lubbock Area Office,627510,6
48,157,Fort Bend County, TX,Houston South Area Office,626700,6
48,159,Franklin County, TX,Dallas Area Office,626300,6
48,161,Freestone County, TX,Fort Worth Area Office,636900,6
48,163,Frio County, TX,San Antonio Area Office,625500,6
48,165,Gaines County, TX,Lubbock Area Office,627510,6
48,167,Galveston County, TX,Houston South Area Office,626700,6
48,169,Garza County, TX,Lubbock Area Office,627510,6
48,171,Gillespie County, TX,Austin Area Office,625400,6
48,173,Glasscock County, TX,Lubbock Area Office,627510,6
48,175,Goliad County, TX,Corpus Christi Area Office,626000,6
48,177,Gonzales County, TX,Austin Area Office,625400,6
48,179,Gray County, TX,Lubbock Area Office,627510,6
48,181,Grayson County, TX,Fort Worth Area Office,636900,6
48,183,Gregg County, TX,Dallas Area Office,626300,6
48,185,Grimes County, TX,Houston North Area Office,626600,6
48,187,Guadalupe County, TX,Austin Area Office,625400,6
48,189,Hale County, TX,Lubbock Area Office,627510,6
48,191,Hall County, TX,Lubbock Area Office,627510,6
48,193,Hamilton County, TX,Fort Worth Area Office,636900,6
48,195,Hansford County, TX,Lubbock Area Office,627510,6
48,197,Hardeman County, TX,Lubbock Area Office,627510,6
48,199,Hardin County, TX,Houston North Area Office,626600,6
48,201,Harris County, TX,Houston North Area Office,626600,6
48,203,Harrison County, TX,Dallas Area Office,626300,6
48,205,Hartley County, TX,Lubbock Area Office,627510,6
48,207,Haskell County, TX,Lubbock Area Office,627510,6
48,209,Hays County, TX,Austin Area Office,625400,6
48,211,Hemphill County, TX,Lubbock Area Office,627510,6
48,213,Henderson County, TX,Dallas Area Office,626300,6
48,215,Hidalgo County, TX,Corpus Christi Area Office,626000,6
48,217,Hill County, TX,Fort Worth Area Office,636900,6
48,219,Hockley County, TX,Lubbock Area Office,627510,6
48,221,Hood County, TX,Fort Worth Area Office,636900,6
48,223,Hopkins County, TX,Dallas Area Office,626300,6
48,225,Houston County, TX,Houston North Area Office,626600,6
48,227,Howard County, TX,Lubbock Area Office,627510,6
48,229,Hudspeth County, TX,El Paso Area Office,627500,6
48,231,Hunt County, TX,Dallas Area Office,626300,6
48,233,Hutchinson County, TX,Lubbock Area Office,627510,6
48,235,Irion County, TX,Austin Area Office,625400,6
48,237,Jack County, TX,Fort Worth Area Office,636900,6
48,239,Jackson County, TX,Corpus Christi Area Office,626000,6
48,241,Jasper County, TX,Houston North Area Office,626600,6
48,243,Jeff Davis County, TX,El Paso Area Office,627500,6
48,245,Jefferson County, TX,Houston South Area Office,626700,6
48,247,Jim Hogg County, TX,Corpus Christi Area Office,626000,6
48,249,Jim Wells County, TX,Corpus Christi Area Office,626000,6
48,251,Johnson County, TX,Fort Worth Area Office,636900,6
48,253,Jones County, TX,Lubbock Area Office,627510,6
48,255,Karnes County, TX,Corpus Christi Area Office,626000,6
48,257,Kaufman County, TX,Dallas Area Office,626300,6
48,259,Kendall County, TX,Austin Area Office,625400,6
48,261,Kenedy County, TX,Corpus Christi Area Office,626000,6
48,263,Kent County, TX,Lubbock Area Office,627510,6
48,265,Kerr County, TX,Austin Area Office,625400,6
48,267,Kimble County, TX,San Antonio Area Office,625500,6
48,269,King County, TX,Lubbock Area Office,627510,6
48,271,Kinney County, TX,San Antonio Area Office,625500,6
48,273,Kleberg County, TX,Corpus Christi Area Office,626000,6
48,275,Knox County, TX,Lubbock Area Office,627510,6
48,277,Lamar County, TX,Dallas Area Office,626300,6
48,279,Lamb County, TX,Lubbock Area Office,627510,6
48,281,Lampasas County, TX,Austin Area Office,625400,6
48,283,La Salle County, TX,Corpus Christi Area Office,626000,6
48,285,Lavaca County, TX,Corpus Christi Area Office,626000,6
48,287,Lee County, TX,Austin Area Office,625400,6
48,289,Leon County, TX,Houston North Area Office,626600,6
48,291,Liberty County, TX,Houston North Area Office,626600,6
48,293,Limestone County, TX,Austin Area Office,625400,6
48,295,Lipscomb County, TX,Lubbock Area Office,627510,6
48,297,Live Oak County, TX,Corpus Christi Area Office,626000,6
48,299,Llano County, TX,Austin Area Office,625400,6
48,301,Loving County, TX,Lubbock Area Office,627510,6
48,303,Lubbock County, TX,Lubbock Area Office,627510,6
48,305,Lynn County, TX,Lubbock Area Office,627510,6
48,307,McCulloch County, TX,Austin Area Office,625400,6
48,309,McLennan County, TX,Fort Worth Area Office,636900,6
48,311,McMullen County, TX,Corpus Christi Area Office,626000,6
48,313,Madison County, TX,Houston North Area Office,626600,6
48,315,Marion County, TX,Dallas Area Office,626300,6
48,317,Martin County, TX,Lubbock Area Office,627510,6
48,319,Mason County, TX,Austin Area Office,625400,6
48,321,Matagorda County, TX,Corpus Christi Area Office,626000,6
48,323,Maverick County, TX,San Antonio Area Office,625500,6
48,325,Medina County, TX,San Antonio Area Office,625500,6
48,327,Menard County, TX,San Antonio Area Office,625500,6
48,329,Midland County, TX,Lubbock Area Office,627510,6
48,331,Milam County, TX,Austin Area Office,625400,6
48,333,Mills County, TX,Fort Worth Area Office,636900,6
48,335,Mitchell County, TX,Lubbock Area Office,627510,6
48,337,Montague County, TX,Fort Worth Area Office,636900,6
48,339,Montgomery County, TX,Houston North Area Office,626600,6
48,341,Moore County, TX,Lubbock Area Office,627510,6
48,343,Morris County, TX,Dallas Area Office,626300,6
48,345,Motley County, TX,Lubbock Area Office,627510,6
48,347,Nacogdoches County, TX,Houston North Area Office,626600,6
48,349,Navarro County, TX,Fort Worth Area Office,636900,6
48,351,Newton County, TX,Houston North Area Office,626600,6
48,353,Nolan County, TX,Lubbock Area Office,627510,6
48,355,Nueces County, TX,Corpus Christi Area Office,626000,6
48,357,Ochiltree County, TX,Lubbock Area Office,627510,6
48,359,Oldham County, TX,Lubbock Area Office,627510,6
48,361,Orange County, TX,Houston South Area Office,626700,6
48,363,Palo Pinto County, TX,Fort Worth Area Office,636900,6
48,365,Panola County, TX,Dallas Area Office,626300,6
48,367,Parker County, TX,Fort Worth Area Office,636900,6
48,369,Parmer County, TX,Lubbock Area Office,627510,6
48,371,Pecos County, TX,El Paso Area Office,627500,6
48,373,Polk County, TX,Houston North Area Office,626600,6
48,375,Potter County, TX,Lubbock Area Office,627510,6
48,377,Presidio County, TX,El Paso Area Office,627500,6
48,379,Rains County, TX,Dallas Area Office,626300,6
48,381,Randall County, TX,Lubbock Area Office,627510,6
48,383,Reagan County, TX,Lubbock Area Office,627510,6
48,385,Real County, TX,San Antonio Area Office,625500,6
48,387,Red River County, TX,Dallas Area Office,626300,6
48,389,Reeves County, TX,El Paso Area Office,627500,6
48,391,Refugio County, TX,Corpus Christi Area Office,626000,6
48,393,Roberts County, TX,Lubbock Area Office,627510,6
48,395,Robertson County, TX,Austin Area Office,625400,6
48,397,Rockwall County, TX,Dallas Area Office,626300,6
48,399,Runnels County, TX,Fort Worth Area Office,636900,6
48,401,Rusk County, TX,Dallas Area Office,626300,6
48,403,Sabine County, TX,Houston North Area Office,626600,6
48,405,San Augustine County, TX,Houston North Area Office,626600,6
48,407,San Jacinto County, TX,Houston North Area Office,626600,6
48,409,San Patricio County, TX,Corpus Christi Area Office,626000,6
48,411,San Saba County, TX,Austin Area Office,625400,6
48,413,Schleicher County, TX,San Antonio Area Office,625500,6
48,415,Scurry County, TX,Lubbock Area Office,627510,6
48,417,Shackelford County, TX,Fort Worth Area Office,636900,6
48,419,Shelby County, TX,Dallas Area Office,626300,6
48,421,Sherman County, TX,Lubbock Area Office,627510,6
48,423,Smith County, TX,Dallas Area Office,626300,6
48,425,Somervell County, TX,Fort Worth Area Office,636900,6
48,427,Starr County, TX,Corpus Christi Area Office,626000,6
48,429,Stephens County, TX,Fort Worth Area Office,636900,6
48,431,Sterling County, TX,Lubbock Area Office,627510,6
48,433,Stonewall County, TX,Lubbock Area Office,627510,6
48,435,Sutton County, TX,San Antonio Area Office,625500,6
48,437,Swisher County, TX,Lubbock Area Office,627510,6
48,439,Tarrant County, TX,Fort Worth Area Office,636900,6
48,441,Taylor County, TX,Lubbock Area Office,627510,6
48,443,Terrell County, TX,El Paso Area Office,627500,6
48,445,Terry County, TX,Lubbock Area Office,627510,6
48,447,Throckmorton County, TX,Fort Worth Area Office,636900,6
48,449,Titus County, TX,Dallas Area Office,626300,6
48,451,Tom Green County, TX,Austin Area Office,625400,6
48,453,Travis County, TX,Austin Area Office,625400,6
48,455,Trinity County, TX,Houston North Area Office,626600,6
48,457,Tyler County, TX,Houston North Area Office,626600,6
48,459,Upshur County, TX,Dallas Area Office,626300,6
48,461,Upton County, TX,Lubbock Area Office,627510,6
48,463,Uvalde County, TX,San Antonio Area Office,625500,6
48,465,Val Verde County, TX,San Antonio Area Office,625500,6
48,467,Van Zandt County, TX,Dallas Area Office,626300,6
48,469,Victoria County, TX,Corpus Christi Area Office,626000,6
48,471,Walker County, TX,Houston North Area Office,626600,6
48,473,Waller County, TX,Houston North Area Office,626600,6
48,475,Ward County, TX,Lubbock Area Office,627510,6
48,477,Washington County, TX,Austin Area Office,625400,6
48,479,Webb County, TX,Corpus Christi Area Office,626000,6
48,481,Wharton County, TX,Corpus Christi Area Office,626000,6
48,483,Wheeler County, TX,Lubbock Area Office,627510,6
48,485,Wichita County, TX,Fort Worth Area Office,636900,6
48,487,Wilbarger County, TX,Fort Worth Area Office,636900,6
48,489,Willacy County, TX,Corpus Christi Area Office,626000,6
48,491,Williamson County, TX,Austin Area Office,625400,6
48,493,Wilson County, TX,Austin Area Office,625400,6
48,495,Winkler County, TX,Lubbock Area Office,627510,6
48,497,Wise County, TX,Fort Worth Area Office,636900,6
48,499,Wood County, TX,Dallas Area Office,626300,6
48,501,Yoakum County, TX,Lubbock Area Office,627510,6
48,503,Young County, TX,Fort Worth Area Office,636900,6
48,505,Zapata County, TX,Corpus Christi Area Office,626000,6
48,507,Zavala County, TX,San Antonio Area Office,625500,6
49,1,Beaver County, UT,Denver Area Office,830500,8
49,3,Box Elder County, UT,Denver Area Office,830500,8
49,5,Cache County, UT,Denver Area Office,830500,8
49,7,Carbon County, UT,Denver Area Office,830500,8
49,9,Daggett County, UT,Denver Area Office,830500,8
49,11,Davis County, UT,Denver Area Office,830500,8
49,13,Duchesne County, UT,Denver Area Office,830500,8
49,15,Emery County, UT,Denver Area Office,830500,8
49,17,Garfield County, UT,Denver Area Office,830500,8
49,19,Grand County, UT,Denver Area Office,830500,8
49,21,Iron County, UT,Denver Area Office,830500,8
49,23,Juab County, UT,Denver Area Office,830500,8
49,25,Kane County, UT,Denver Area Office,830500,8
49,27,Millard County, UT,Denver Area Office,830500,8
49,29,Morgan County, UT,Denver Area Office,830500,8
49,31,Piute County, UT,Denver Area Office,830500,8
49,33,Rich County, UT,Denver Area Office,830500,8
49,35,Salt Lake County, UT,Denver Area Office,830500,8
49,37,San Juan County, UT,Denver Area Office,830500,8
49,39,Sanpete County, UT,Denver Area Office,830500,8
49,41,Sevier County, UT,Denver Area Office,830500,8
49,43,Summit County, UT,Denver Area Office,830500,8
49,45,Tooele County, UT,Denver Area Office,830500,8
49,47,Uintah County, UT,Denver Area Office,830500,8
49,49,Utah County, UT,Denver Area Office,830500,8
49,51,Wasatch County, UT,Denver Area Office,830500,8
49,53,Washington County, UT,Denver Area Office,830500,8
49,55,Wayne County, UT,Denver Area Office,830500,8
49,57,Weber County, UT,Denver Area Office,830500,8
50,1,Addison County, VT,Boston Regional Office,100000,1
50,3,Bennington County, VT,Boston Regional Office,100000,1
50,5,Caledonia County, VT,Boston Regional Office,100000,1
50,7,Chittenden County, VT,Boston Regional Office,100000,1
50,9,Essex County, VT,Boston Regional Office,100000,1
50,11,Franklin County, VT,Boston Regional Office,100000,1
50,13,Grand Isle County, VT,Boston Regional Office,100000,1
50,15,Lamoille County, VT,Boston Regional Office,100000,1
50,17,Orange County, VT,Boston Regional Office,100000,1
50,19,Orleans County, VT,Boston Regional Office,100000,1
50,21,Rutland County, VT,Boston Regional Office,100000,1
50,23,Washington County, VT,Boston Regional Office,100000,1
50,25,Windham County, VT,Boston Regional Office,100000,1
50,27,Windsor County, VT,Boston Regional Office,100000,1
51,1,Accomack County, VA,Norfolk Area Office,316300,3
51,3,Albemarle County, VA,Norfolk Area Office,316300,3
51,5,Alleghany County, VA,Norfolk Area Office,316300,3
51,7,Amelia County, VA,Norfolk Area Office,316300,3
51,9,Amherst County, VA,Norfolk Area Office,316300,3
51,11,Appomattox County, VA,Norfolk Area Office,316300,3
51,13,Arlington County, VA,Norfolk Area Office,316300,3
51,15,Augusta County, VA,Norfolk Area Office,316300,3
51,17,Bath County, VA,Norfolk Area Office,316300,3
51,19,Bedford County, VA,Norfolk Area Office,316300,3
51,21,Bland County, VA,Norfolk Area Office,316300,3
51,23,Botetourt County, VA,Norfolk Area Office,316300,3
51,25,Brunswick County, VA,Norfolk Area Office,316300,3
51,27,Buchanan County, VA,Norfolk Area Office,316300,3
51,29,Buckingham County, VA,Norfolk Area Office,316300,3
51,31,Campbell County, VA,Norfolk Area Office,316300,3
51,33,Caroline County, VA,Norfolk Area Office,316300,3
51,35,Carroll County, VA,Norfolk Area Office,316300,3
51,36,Charles City County, VA,Norfolk Area Office,316300,3
51,37,Charlotte County, VA,Norfolk Area Office,316300,3
51,41,Chesterfield County, VA,Norfolk Area Office,316300,3
51,43,Clarke County, VA,Norfolk Area Office,316300,3
51,45,Craig County, VA,Norfolk Area Office,316300,3
51,47,Culpeper County, VA,Norfolk Area Office,316300,3
51,49,Cumberland County, VA,Norfolk Area Office,316300,3
51,51,Dickenson County, VA,Norfolk Area Office,316300,3
51,53,Dinwiddie County, VA,Norfolk Area Office,316300,3
51,57,Essex County, VA,Norfolk Area Office,316300,3
51,59,Fairfax County, VA,Norfolk Area Office,316300,3
51,61,Fauquier County, VA,Norfolk Area Office,316300,3
51,63,Floyd County, VA,Norfolk Area Office,316300,3
51,65,Fluvanna County, VA,Norfolk Area Office,316300,3
51,67,Franklin County, VA,Norfolk Area Office,316300,3
51,69,Frederick County, VA,Norfolk Area Office,316300,3
51,71,Giles County, VA,Norfolk Area Office,316300,3
51,73,Gloucester County, VA,Norfolk Area Office,316300,3
51,75,Goochland County, VA,Norfolk Area Office,316300,3
51,77,Grayson County, VA,Norfolk Area Office,316300,3
51,79,Greene County, VA,Norfolk Area Office,316300,3
51,81,Greensville County, VA,Norfolk Area Office,316300,3
51,83,Halifax County, VA,Norfolk Area Office,316300,3
51,85,Hanover County, VA,Norfolk Area Office,316300,3
51,87,Henrico County, VA,Norfolk Area Office,316300,3
51,89,Henry County, VA,Norfolk Area Office,316300,3
51,91,Highland County, VA,Norfolk Area Office,316300,3
51,93,Isle of Wight County, VA,Norfolk Area Office,316300,3
51,95,James City County, VA,Norfolk Area Office,316300,3
51,97,King and Queen County, VA,Norfolk Area Office,316300,3
51,99,King George County, VA,Norfolk Area Office,316300,3
51,101,King William County, VA,Norfolk Area Office,316300,3
51,103,Lancaster County, VA,Norfolk Area Office,316300,3
51,105,Lee County, VA,Norfolk Area Office,316300,3
51,107,Loudoun County, VA,Norfolk Area Office,316300,3
51,109,Louisa County, VA,Norfolk Area Office,316300,3
51,111,Lunenburg County, VA,Norfolk Area Office,316300,3
51,113,Madison County, VA,Norfolk Area Office,316300,3
51,115,Mathews County, VA,Norfolk Area Office,316300,3
51,117,Mecklenburg County, VA,Norfolk Area Office,316300,3
51,119,Middlesex County, VA,Norfolk Area Office,316300,3
51,121,Montgomery County, VA,Norfolk Area Office,316300,3
51,125,Nelson County, VA,Norfolk Area Office,316300,3
51,127,New Kent County, VA,Norfolk Area Office,316300,3
51,131,Northampton County, VA,Norfolk Area Office,316300,3
51,133,Northumberland County, VA,Norfolk Area Office,316300,3
51,135,Nottoway County, VA,Norfolk Area Office,316300,3
51,137,Orange County, VA,Norfolk Area Office,316300,3
51,139,Page County, VA,Norfolk Area Office,316300,3
51,141,Patrick County, VA,Norfolk Area Office,316300,3
51,143,Pittsylvania County, VA,Norfolk Area Office,316300,3
51,145,Powhatan County, VA,Norfolk Area Office,316300,3
51,147,Prince Edward County, VA,Norfolk Area Office,316300,3
51,149,Prince George County, VA,Norfolk Area Office,316300,3
51,153,Prince William County, VA,Norfolk Area Office,316300,3
51,155,Pulaski County, VA,Norfolk Area Office,316300,3
51,157,Rappahannock County, VA,Norfolk Area Office,316300,3
51,159,Richmond County, VA,Norfolk Area Office,316300,3
51,161,Roanoke County, VA,Norfolk Area Office,316300,3
51,163,Rockbridge County, VA,Norfolk Area Office,316300,3
51,165,Rockingham County, VA,Norfolk Area Office,316300,3
51,167,Russell County, VA,Norfolk Area Office,316300,3
51,169,Scott County, VA,Norfolk Area Office,316300,3
51,171,Shenandoah County, VA,Norfolk Area Office,316300,3
51,173,Smyth County, VA,Norfolk Area Office,316300,3
51,175,Southampton County, VA,Norfolk Area Office,316300,3
51,177,Spotsylvania County, VA,Norfolk Area Office,316300,3
51,179,Stafford County, VA,Norfolk Area Office,316300,3
51,181,Surry County, VA,Norfolk Area Office,316300,3
51,183,Sussex County, VA,Norfolk Area Office,316300,3
51,185,Tazewell County, VA,Norfolk Area Office,316300,3
51,187,Warren County, VA,Norfolk Area Office,316300,3
51,191,Washington County, VA,Norfolk Area Office,316300,3
51,193,Westmoreland County, VA,Norfolk Area Office,316300,3
51,195,Wise County, VA,Norfolk Area Office,316300,3
51,197,Wythe County, VA,Norfolk Area Office,316300,3
51,199,York County, VA,Norfolk Area Office,316300,3
51,510,Alexandria city, VA,Norfolk Area Office,316300,3
51,515,Bedford city, VA,Norfolk Area Office,316300,3
51,520,Bristol city, VA,Norfolk Area Office,316300,3
51,530,Buena Vista city, VA,Norfolk Area Office,316300,3
51,540,Charlottesville city, VA,Norfolk Area Office,316300,3
51,550,Chesapeake city, VA,Norfolk Area Office,316300,3
51,570,Colonial Heights city, VA,Norfolk Area Office,316300,3
51,580,Covington city, VA,Norfolk Area Office,316300,3
51,590,Danville city, VA,Norfolk Area Office,316300,3
51,595,Emporia city, VA,Norfolk Area Office,316300,3
51,600,Fairfax city, VA,Norfolk Area Office,316300,3
51,610,Falls Church city, VA,Norfolk Area Office,316300,3
51,620,Franklin city, VA,Norfolk Area Office,316300,3
51,630,Fredericksburg city, VA,Norfolk Area Office,316300,3
51,640,Galax city, VA,Norfolk Area Office,316300,3
51,650,Hampton city, VA,Norfolk Area Office,316300,3
51,660,Harrisonburg city, VA,Norfolk Area Office,316300,3
51,670,Hopewell city, VA,Norfolk Area Office,316300,3
51,678,Lexington city, VA,Norfolk Area Office,316300,3
51,680,Lynchburg city, VA,Norfolk Area Office,316300,3
51,683,Manassas city, VA,Norfolk Area Office,316300,3
51,685,Manassas Park city, VA,Norfolk Area Office,316300,3
51,690,Martinsville city, VA,Norfolk Area Office,316300,3
51,700,Newport News city, VA,Norfolk Area Office,316300,3
51,710,Norfolk city, VA,Norfolk Area Office,316300,3
51,720,Norton city, VA,Norfolk Area Office,316300,3
51,730,Petersburg city, VA,Norfolk Area Office,316300,3
51,735,Poquoson city, VA,Norfolk Area Office,316300,3
51,740,Portsmouth city, VA,Norfolk Area Office,316300,3
51,750,Radford city, VA,Norfolk Area Office,316300,3
51,760,Richmond city, VA,Norfolk Area Office,316300,3
51,770,Roanoke city, VA,Norfolk Area Office,316300,3
51,775,Salem city, VA,Norfolk Area Office,316300,3
51,790,Staunton city, VA,Norfolk Area Office,316300,3
51,800,Suffolk city, VA,Norfolk Area Office,316300,3
51,810,Virginia Beach city, VA,Norfolk Area Office,316300,3
51,820,Waynesboro city, VA,Norfolk Area Office,316300,3
